Date Time,TimeToPass,Car#,TotalDailyCars,Temp
24/11/16 10:31:30,3952,1,50,53
24/11/16 10:34:56,7911,1,51,52
24/11/16 10:35:15,27486,1,52,53
24/11/16 10:35:30,42350,1,53,53
24/11/16 10:35:50,7092,1,54,53
24/11/16 10:36:01,17635,1,55,53
24/11/16 10:37:00,28140,1,56,53
24/11/16 10:37:24,1325,1,57,53
24/11/16 10:41:51,71,1,58,53
24/11/16 10:41:58,3955,1,59,53
24/11/16 10:42:09,1684,1,60,53
24/11/16 10:42:15,2142,1,61,52
24/11/16 10:42:29,4260,1,62,52
24/11/16 13:10:00,2023,1,63,59
24/11/16 13:10:03,2118,1,64,59
24/11/16 13:10:06,2014,1,65,59
24/11/16 13:10:08,1810,1,66,59
24/11/16 13:10:17,1235,1,67,59
24/11/16 13:10:20,1400,1,68,59
24/11/16 13:10:23,1990,1,69,59
24/11/16 13:10:26,2066,1,70,59
24/11/16 13:10:30,5502,1,71,59
24/11/16 13:10:36,11879,1,72,59
24/11/16 13:10:39,2057,1,73,59
24/11/16 13:10:42,2720,1,74,59
24/11/16 13:10:46,3605,1,75,59
24/11/16 13:10:50,2779,1,76,59
24/11/16 13:11:11,1799,1,77,59
24/11/16 13:11:14,1851,1,78,59
24/11/16 13:11:20,2062,1,79,59
24/11/16 13:11:26,2591,1,80,59
24/11/16 13:11:34,1975,1,81,59
24/11/16 13:21:28,3631,1,82,59
24/11/16 13:22:14,1105,1,83,59
24/11/16 13:35:49,1018,1,84,58
24/11/16 14:10:47,1398,1,85,56
24/11/16 14:11:42,1346,1,86,56
24/11/16 14:46:46,1065,1,87,56
24/11/16 14:47:05,9009,1,88,55
24/11/16 14:48:20,1955,1,89,55
24/11/16 14:56:04,1312,1,90,57
24/11/16 15:02:06,1228,1,91,57
24/11/16 15:17:14,1693,1,92,59
24/11/16 15:30:59,1471,1,93,57
24/11/16 15:31:21,1292,1,94,57
24/11/16 16:04:06,3538,1,95,54
24/11/16 16:41:26,2100,1,96,57
24/11/16 16:51:39,1038,1,97,57
24/11/16 17:02:31,2940,1,1,57
24/11/16 17:02:59,1963,1,2,57
24/11/16 17:07:25,2606,1,3,57
24/11/16 17:07:39,1628,1,4,57
